90045 silly lifecycle process-nextick-args@1.0.3~preinstall: no script for preinstall, continuing
94555 silly linkStuff inflight@1.0.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94556 verbose linkBins inflight@1.0.4
94557 verbose linkMans inflight@1.0.4
94558 verbose rebuildBundles inflight@1.0.4
94559 verbose rebuildBundles [ 'wrappy' ]
94560 silly build path-is-absolute
94561 info linkStuff path-is-absolute@1.0.0
94562 silly linkStuff path-is-absolute@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94563 verbose linkBins path-is-absolute@1.0.0
94564 verbose linkMans path-is-absolute@1.0.0
94565 verbose rebuildBundles path-is-absolute@1.0.0
94566 silly build glob
94567 info linkStuff glob@5.0.15
94568 silly linkStuff glob@5.0.15 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules as its parent node_modules
94569 verbose linkBins glob@5.0.15
94570 verbose linkMans glob@5.0.15
94571 verbose rebuildBundles glob@5.0.15
94572 verbose rebuildBundles [ 'inflight', 'inherits', 'minimatch', 'once', 'path-is-absolute' ]
94573 silly build hosted-git-info
94574 info linkStuff hosted-git-info@2.1.4
94575 silly linkStuff hosted-git-info@2.1.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/npm-package-arg/node_modules as its parent node_modules
94576 verbose linkBins hosted-git-info@2.1.4
94577 verbose linkMans hosted-git-info@2.1.4
94578 verbose rebuildBundles hosted-git-info@2.1.4
94579 silly build semver
94580 info linkStuff semver@5.0.3
94581 silly linkStuff semver@5.0.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/npm-package-arg/node_modules as its parent node_modules
94582 verbose linkBins semver@5.0.3
94583 verbose link bins [ { semver: './bin/semver' },
94583 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/npm-package-arg/node_modules/.bin',
94583 verbose link bins   false ]
94584 verbose linkMans semver@5.0.3
94585 verbose rebuildBundles semver@5.0.3
94586 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/npm-package-arg/node_modules/.bin/semver is being purged
94587 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/npm-package-arg/node_modules/.bin/semver
94588 silly build npm-package-arg
94589 info linkStuff npm-package-arg@4.0.2
94590 silly linkStuff npm-package-arg@4.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules as its parent node_modules
94591 verbose linkBins npm-package-arg@4.0.2
94592 verbose linkMans npm-package-arg@4.0.2
94593 verbose rebuildBundles npm-package-arg@4.0.2
94594 verbose rebuildBundles [ '.bin', 'hosted-git-info', 'semver' ]
94595 silly build graceful-fs
94596 info linkStuff graceful-fs@4.1.2
94597 silly linkStuff graceful-fs@4.1.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read-package-json/node_modules as its parent node_modules
94598 verbose linkBins graceful-fs@4.1.2
94599 verbose linkMans graceful-fs@4.1.2
94600 verbose rebuildBundles graceful-fs@4.1.2
94601 silly build jju
94602 info linkStuff jju@1.2.1
94603 silly linkStuff jju@1.2.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read-package-json/node_modules/json-parse-helpfulerror/node_modules as its parent node_modules
94604 verbose linkBins jju@1.2.1
94605 verbose linkMans jju@1.2.1
94606 verbose rebuildBundles jju@1.2.1
94607 silly build json-parse-helpfulerror
94608 info linkStuff json-parse-helpfulerror@1.0.3
94609 silly linkStuff json-parse-helpfulerror@1.0.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read-package-json/node_modules as its parent node_modules
94610 verbose linkBins json-parse-helpfulerror@1.0.3
94611 verbose linkMans json-parse-helpfulerror@1.0.3
94612 verbose rebuildBundles json-parse-helpfulerror@1.0.3
94613 verbose rebuildBundles [ 'jju' ]
94614 silly build hosted-git-info
94615 info linkStuff hosted-git-info@2.1.4
94616 silly linkStuff hosted-git-info@2.1.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read-package-json/node_modules/normalize-package-data/node_modules as its parent node_modules
94617 verbose linkBins hosted-git-info@2.1.4
94618 verbose linkMans hosted-git-info@2.1.4
94619 verbose rebuildBundles hosted-git-info@2.1.4
94620 silly build builtin-modules
94621 info linkStuff builtin-modules@1.1.0
94622 silly linkStuff builtin-modules@1.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read-package-json/node_modules/normalize-package-data/node_modules/is-builtin-module/node_modules as its parent node_modules
94623 verbose linkBins builtin-modules@1.1.0
94624 verbose linkMans builtin-modules@1.1.0
94625 verbose rebuildBundles builtin-modules@1.1.0
94626 silly build is-builtin-module
94627 info linkStuff is-builtin-module@1.0.0
94628 silly linkStuff is-builtin-module@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read-package-json/node_modules/normalize-package-data/node_modules as its parent node_modules
94629 verbose linkBins is-builtin-module@1.0.0
94630 verbose linkMans is-builtin-module@1.0.0
94631 verbose rebuildBundles is-builtin-module@1.0.0
94632 verbose rebuildBundles [ 'builtin-modules' ]
94633 silly build mute-stream
94634 info linkStuff mute-stream@0.0.5
94635 silly linkStuff mute-stream@0.0.5 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/read/node_modules as its parent node_modules
94636 verbose linkBins mute-stream@0.0.5
94637 verbose linkMans mute-stream@0.0.5
94638 verbose rebuildBundles mute-stream@0.0.5
94639 silly build read
94640 info linkStuff read@1.0.7
94641 silly linkStuff read@1.0.7 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules as its parent node_modules
94642 verbose linkBins read@1.0.7
94643 verbose linkMans read@1.0.7
94644 verbose rebuildBundles read@1.0.7
94645 verbose rebuildBundles [ 'mute-stream' ]
94646 silly build promzard
94647 info linkStuff promzard@0.3.0
94648 silly linkStuff promzard@0.3.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules as its parent node_modules
94649 verbose linkBins promzard@0.3.0
94650 verbose linkMans promzard@0.3.0
94651 verbose rebuildBundles promzard@0.3.0
94652 silly build spdx-license-ids
94653 info linkStuff spdx-license-ids@1.0.2
94654 silly linkStuff spdx-license-ids@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/validate-npm-package-license/node_modules/spdx-correct/node_modules as its parent node_modules
94655 verbose linkBins spdx-license-ids@1.0.2
94656 verbose linkMans spdx-license-ids@1.0.2
94657 verbose rebuildBundles spdx-license-ids@1.0.2
94658 silly build spdx-correct
94659 info linkStuff spdx-correct@1.0.1
94660 silly linkStuff spdx-correct@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/validate-npm-package-license/node_modules as its parent node_modules
94661 verbose linkBins spdx-correct@1.0.1
94662 verbose linkMans spdx-correct@1.0.1
94663 verbose rebuildBundles spdx-correct@1.0.1
94664 verbose rebuildBundles [ 'spdx-license-ids' ]
94665 silly build spdx-exceptions
94666 info linkStuff spdx-exceptions@1.0.2
94667 silly linkStuff spdx-exceptions@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/validate-npm-package-license/node_modules/spdx-expression-parse/node_modules as its parent node_modules
94668 verbose linkBins spdx-exceptions@1.0.2
94669 verbose linkMans spdx-exceptions@1.0.2
94670 verbose rebuildBundles spdx-exceptions@1.0.2
94671 silly build spdx-license-ids
94672 info linkStuff spdx-license-ids@1.0.2
94673 silly linkStuff spdx-license-ids@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/validate-npm-package-license/node_modules/spdx-expression-parse/node_modules as its parent node_modules
94674 verbose linkBins spdx-license-ids@1.0.2
94675 verbose linkMans spdx-license-ids@1.0.2
94676 verbose rebuildBundles spdx-license-ids@1.0.2
94677 silly build spdx-expression-parse
94678 info linkStuff spdx-expression-parse@1.0.0
94679 silly linkStuff spdx-expression-parse@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/validate-npm-package-license/node_modules as its parent node_modules
94680 verbose linkBins spdx-expression-parse@1.0.0
94681 verbose linkMans spdx-expression-parse@1.0.0
94682 verbose rebuildBundles spdx-expression-parse@1.0.0
94683 verbose rebuildBundles [ 'spdx-exceptions', 'spdx-license-ids' ]
94684 silly build validate-npm-package-license
94685 info linkStuff validate-npm-package-license@3.0.1
94686 silly linkStuff validate-npm-package-license@3.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules as its parent node_modules
94687 verbose linkBins validate-npm-package-license@3.0.1
94688 verbose linkMans validate-npm-package-license@3.0.1
94689 verbose rebuildBundles validate-npm-package-license@3.0.1
94690 verbose rebuildBundles [ 'spdx-correct', 'spdx-expression-parse' ]
94691 silly build builtins
94692 info linkStuff builtins@0.0.7
94693 silly linkStuff builtins@0.0.7 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/validate-npm-package-name/node_modules as its parent node_modules
94694 verbose linkBins builtins@0.0.7
94695 verbose linkMans builtins@0.0.7
94696 verbose rebuildBundles builtins@0.0.7
94697 silly build validate-npm-package-name
94698 info linkStuff validate-npm-package-name@2.2.2
94699 silly linkStuff validate-npm-package-name@2.2.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules as its parent node_modules
94700 verbose linkBins validate-npm-package-name@2.2.2
94701 verbose linkMans validate-npm-package-name@2.2.2
94702 verbose rebuildBundles validate-npm-package-name@2.2.2
94703 verbose rebuildBundles [ 'builtins' ]
94704 silly build mime
94705 info linkStuff mime@1.2.11
94706 silly linkStuff mime@1.2.11 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94707 verbose linkBins mime@1.2.11
94708 verbose linkMans mime@1.2.11
94709 verbose rebuildBundles mime@1.2.11
94710 silly build hosted-git-info
94711 info linkStuff hosted-git-info@2.1.4
94712 silly linkStuff hosted-git-info@2.1.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules as its parent node_modules
94713 verbose linkBins hosted-git-info@2.1.4
94714 verbose linkMans hosted-git-info@2.1.4
94715 verbose rebuildBundles hosted-git-info@2.1.4
94716 silly build builtin-modules
94717 info linkStuff builtin-modules@1.1.0
94718 silly linkStuff builtin-modules@1.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules/is-builtin-module/node_modules as its parent node_modules
94719 verbose linkBins builtin-modules@1.1.0
94720 verbose linkMans builtin-modules@1.1.0
94721 verbose rebuildBundles builtin-modules@1.1.0
94722 silly build is-builtin-module
94723 info linkStuff is-builtin-module@1.0.0
94724 silly linkStuff is-builtin-module@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules as its parent node_modules
94725 verbose linkBins is-builtin-module@1.0.0
94726 verbose linkMans is-builtin-module@1.0.0
94727 verbose rebuildBundles is-builtin-module@1.0.0
94728 verbose rebuildBundles [ 'builtin-modules' ]
94729 silly build spdx-license-ids
94730 info linkStuff spdx-license-ids@1.0.2
94731 silly linkStuff spdx-license-ids@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules/validate-npm-package-license/node_modules/spdx-correct/node_modules as its parent node_modules
94732 verbose linkBins spdx-license-ids@1.0.2
94733 verbose linkMans spdx-license-ids@1.0.2
94734 verbose rebuildBundles spdx-license-ids@1.0.2
94735 silly build spdx-correct
94736 info linkStuff spdx-correct@1.0.1
94737 silly linkStuff spdx-correct@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules/validate-npm-package-license/node_modules as its parent node_modules
94738 verbose linkBins spdx-correct@1.0.1
94739 verbose linkMans spdx-correct@1.0.1
94740 verbose rebuildBundles spdx-correct@1.0.1
94741 verbose rebuildBundles [ 'spdx-license-ids' ]
94742 silly build spdx-exceptions
94743 info linkStuff spdx-exceptions@1.0.2
94744 silly linkStuff spdx-exceptions@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules/validate-npm-package-license/node_modules/spdx-expression-parse/node_modules as its parent node_modules
94745 verbose linkBins spdx-exceptions@1.0.2
94746 verbose linkMans spdx-exceptions@1.0.2
94747 verbose rebuildBundles spdx-exceptions@1.0.2
94748 silly build spdx-license-ids
94749 info linkStuff spdx-license-ids@1.0.2
94750 silly linkStuff spdx-license-ids@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules/validate-npm-package-license/node_modules/spdx-expression-parse/node_modules as its parent node_modules
94751 verbose linkBins spdx-license-ids@1.0.2
94752 verbose linkMans spdx-license-ids@1.0.2
94753 verbose rebuildBundles spdx-license-ids@1.0.2
94754 silly build spdx-expression-parse
94755 info linkStuff spdx-expression-parse@1.0.0
94756 silly linkStuff spdx-expression-parse@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules/validate-npm-package-license/node_modules as its parent node_modules
94757 verbose linkBins spdx-expression-parse@1.0.0
94758 verbose linkMans spdx-expression-parse@1.0.0
94759 verbose rebuildBundles spdx-expression-parse@1.0.0
94760 verbose rebuildBundles [ 'spdx-exceptions', 'spdx-license-ids' ]
94761 silly build validate-npm-package-license
94762 info linkStuff validate-npm-package-license@3.0.1
94763 silly linkStuff validate-npm-package-license@3.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/npm/node_modules/normalize-package-data/node_modules as its parent node_modules
